panel,point,val_overall_loss,proxy_metric
Camelyon17 ERM,Baseline selected,0.23751856791954662,0.7650860421782517
Camelyon17 ERM,P95 proxy-selected,0.32691301767294295,0.5418097805331948
Camelyon17 ERM,P95 guardrail,0.26845292873479526,0.6501412784664662
Camelyon17 Finetune,Baseline selected,0.23410146070644255,0.9107706771138191
Camelyon17 Finetune,P95 proxy-selected,0.3381532966127762,0.32775215747651565
Camelyon17 Finetune,P95 guardrail,0.24681812202146178,0.6932474942384715
