config,seed,epoch,val_proxy,val_mse_raw,test_mse_raw,test_tail_mse,pearson_r
baseline,1,25,0.42977797985076904,0.42977797985076904,0.40845930576324463,3.450878858566284,0.6227298329782451
baseline,1,26,0.43684282898902893,0.43684282898902893,0.4144939184188843,3.493133783340454,0.6221494123701892
baseline,1,27,0.43460825085639954,0.43460825085639954,0.4118921160697937,3.464890718460083,0.6227449249031779
baseline,1,28,0.4356447160243988,0.4356447160243988,0.41450873017311096,3.5275371074676514,0.6225023106770432
baseline,1,29,0.4402381181716919,0.4402381181716919,0.41675376892089844,3.506094217300415,0.6247399263522173
baseline,1,30,0.43490177392959595,0.43490177392959595,0.4116639196872711,3.523338794708252,0.6237416813091652
baseline,1,31,0.42801788449287415,0.42801788449287415,0.4077894985675812,3.4754083156585693,0.6211286746593153
baseline,1,32,0.4329441487789154,0.4329441487789154,0.4133085012435913,3.470036029815674,0.6230813581341178
baseline,1,33,0.4294538199901581,0.4294538199901581,0.40626296401023865,3.470980167388916,0.6246389987355835
baseline,1,34,0.42722630500793457,0.42722630500793457,0.4064335823059082,3.4881539344787598,0.6229261627155571
baseline,1,35,0.42785945534706116,0.42785945534706116,0.4070567190647125,3.4632272720336914,0.6229019660202588
baseline,1,36,0.435382217168808,0.435382217168808,0.41497573256492615,3.5133893489837646,0.6235397331657497
baseline,1,37,0.42764773964881897,0.42764773964881897,0.4050995409488678,3.507363796234131,0.6238196105723626
baseline,1,38,0.4362848103046417,0.4362848103046417,0.4121812880039215,3.4860029220581055,0.6263657686810343
baseline,1,39,0.4331499934196472,0.4331499934196472,0.41366010904312134,3.480278491973877,0.6222768281899801
baseline,1,40,0.4329001009464264,0.4329001009464264,0.4114695191383362,3.484402656555176,0.6216982394998062
baseline,1,41,0.4350315034389496,0.4350315034389496,0.4134201109409332,3.511962652206421,0.6211565615908619
baseline,1,42,0.44419723749160767,0.44419723749160767,0.4234634041786194,3.570067882537842,0.620791198767794
baseline,1,43,0.42793527245521545,0.42793527245521545,0.4086987376213074,3.471506357192993,0.6245622984030774
baseline,1,44,0.44578438997268677,0.44578438997268677,0.42458173632621765,3.5780324935913086,0.6259491469372699
baseline,1,45,0.4327762722969055,0.4327762722969055,0.41386979818344116,3.493596315383911,0.6240618725252504
baseline,1,46,0.4294976592063904,0.4294976592063904,0.4112107753753662,3.4969065189361572,0.6216807814338665
baseline,1,47,0.43537577986717224,0.43537577986717224,0.4117179214954376,3.523197889328003,0.6265973699030373
baseline,1,48,0.42667412757873535,0.42667412757873535,0.40656614303588867,3.465372085571289,0.623731380928921
baseline,1,49,0.4298550486564636,0.4298550486564636,0.41021937131881714,3.504891872406006,0.6246730698657303
baseline,1,50,0.4261681139469147,0.4261681139469147,0.40139833092689514,3.454227924346924,0.6265151322837774
baseline,2,1,0.4529150128364563,0.4529150128364563,0.43074509501457214,3.697941780090332,0.5889195967728897
baseline,2,2,0.44793397188186646,0.44793397188186646,0.42910632491111755,3.668353796005249,0.5897952652133359
baseline,2,3,0.45090651512145996,0.45090651512145996,0.43188226222991943,3.6308157444000244,0.5979539490536038
baseline,2,4,0.4575677514076233,0.4575677514076233,0.43422675132751465,3.625185966491699,0.6027095758827212
baseline,2,5,0.4399578273296356,0.4399578273296356,0.41711705923080444,3.5376052856445312,0.6089713207014341
baseline,2,6,0.4472105801105499,0.4472105801105499,0.427207887172699,3.5672075748443604,0.6081127632842662
baseline,2,7,0.4564753770828247,0.4564753770828247,0.4293037950992584,3.632950782775879,0.6129931673303423
baseline,2,8,0.4434351623058319,0.4434351623058319,0.4193481206893921,3.5417370796203613,0.6140502780228801
baseline,2,9,0.43505942821502686,0.43505942821502686,0.4091225266456604,3.5477869510650635,0.6153699112242785
baseline,2,10,0.4361492693424225,0.4361492693424225,0.41231492161750793,3.5116989612579346,0.6146436871905137
baseline,2,11,0.4343026578426361,0.4343026578426361,0.4114443361759186,3.503680944442749,0.6142834283189265
baseline,2,12,0.4365943372249603,0.4365943372249603,0.41263264417648315,3.5206458568573,0.6154730463153072
baseline,2,13,0.4404323697090149,0.4404323697090149,0.418994277715683,3.5437235832214355,0.6140006529900734
baseline,2,14,0.4310752749443054,0.4310752749443054,0.40803062915802,3.4995861053466797,0.6177959730053846
baseline,2,15,0.43871793150901794,0.43871793150901794,0.4163030982017517,3.5464987754821777,0.6160127339843552
baseline,2,16,0.4360741674900055,0.4360741674900055,0.4141700267791748,3.5035531520843506,0.6183669226077593
baseline,2,17,0.4476367235183716,0.4476367235183716,0.4256013035774231,3.5689473152160645,0.6142090754373323
baseline,2,18,0.429115355014801,0.429115355014801,0.4064561426639557,3.4631540775299072,0.6204531253747297
baseline,2,19,0.4351757764816284,0.4351757764816284,0.4138871133327484,3.4898767471313477,0.6180041012096706
baseline,2,20,0.44339144229888916,0.44339144229888916,0.4228041470050812,3.550018787384033,0.619571577698415
baseline,2,21,0.43067389726638794,0.43067389726638794,0.4067264795303345,3.481898784637451,0.6223264636262229
baseline,2,22,0.43392547965049744,0.43392547965049744,0.41157665848731995,3.511119842529297,0.618252131023965
baseline,2,23,0.43590012192726135,0.43590012192726135,0.411353200674057,3.5111005306243896,0.620185230084291
baseline,2,24,0.42450758814811707,0.42450758814811707,0.4025958180427551,3.4565091133117676,0.6221048221588809
baseline,2,25,0.4366739094257355,0.4366739094257355,0.41481685638427734,3.4968740940093994,0.6213206000601939
baseline,2,26,0.43883728981018066,0.43883728981018066,0.4201652407646179,3.529442548751831,0.6223340122360483
baseline,2,27,0.42417654395103455,0.42417654395103455,0.40339452028274536,3.521195888519287,0.6191866098204915
baseline,2,28,0.43410056829452515,0.43410056829452515,0.41470640897750854,3.5305187702178955,0.6217088473757919
baseline,2,29,0.42634961009025574,0.42634961009025574,0.407502144575119,3.474893808364868,0.6201229331966359
baseline,2,30,0.43278297781944275,0.43278297781944275,0.4139902591705322,3.5356926918029785,0.6198174696939603
baseline,2,31,0.43732771277427673,0.43732771277427673,0.4124782681465149,3.532029867172241,0.6229033752440861
baseline,2,32,0.42571571469306946,0.42571571469306946,0.40367749333381653,3.4534614086151123,0.6239621093522896
baseline,2,33,0.4330960512161255,0.4330960512161255,0.40984684228897095,3.5187084674835205,0.6205811710774476
baseline,2,34,0.43389248847961426,0.43389248847961426,0.41164520382881165,3.493800401687622,0.6227000056000995
baseline,2,35,0.43821051716804504,0.43821051716804504,0.41362011432647705,3.489603281021118,0.6236814620649113
baseline,2,36,0.4277772605419159,0.4277772605419159,0.4055258631706238,3.4654245376586914,0.6230734542029152
baseline,2,37,0.4315747320652008,0.4315747320652008,0.4100646674633026,3.4674296379089355,0.6251719094783639
baseline,2,38,0.43522554636001587,0.43522554636001587,0.4113686680793762,3.491590738296509,0.6236520326825933
baseline,2,39,0.4293593466281891,0.4293593466281891,0.40666303038597107,3.456291437149048,0.6254803409056611
baseline,2,40,0.42918282747268677,0.42918282747268677,0.40734437108039856,3.4838244915008545,0.623967221269131
baseline,2,41,0.4330845773220062,0.4330845773220062,0.41344019770622253,3.4813733100891113,0.6232087302219189
baseline,2,42,0.43408167362213135,0.43408167362213135,0.41000986099243164,3.473834753036499,0.6245822521691725
baseline,2,43,0.4296747148036957,0.4296747148036957,0.4100397229194641,3.4722297191619873,0.6249029306186309
baseline,2,44,0.4323738217353821,0.4323738217353821,0.41290482878685,3.501793622970581,0.6210127465007116
baseline,2,45,0.43119296431541443,0.43119296431541443,0.4119702875614166,3.4734175205230713,0.6231085360354013
baseline,2,46,0.4347686469554901,0.4347686469554901,0.41328349709510803,3.516965627670288,0.6233868519785857
baseline,2,47,0.43642643094062805,0.43642643094062805,0.41542908549308777,3.5209901332855225,0.6244342846740466
baseline,2,48,0.4319002330303192,0.4319002330303192,0.41405901312828064,3.4842891693115234,0.6212893267426604
baseline,2,49,0.4479283392429352,0.4479283392429352,0.4208379089832306,3.5894381999969482,0.6235342297539491
baseline,2,50,0.42917484045028687,0.42917484045028687,0.40821224451065063,3.454521417617798,0.6253944948036613
baseline,3,1,0.4571675956249237,0.4571675956249237,0.436141699552536,3.7069149017333984,0.5872893356034908
baseline,3,2,0.46732690930366516,0.46732690930366516,0.44603613018989563,3.706470012664795,0.5914624546597382
baseline,3,3,0.46075674891471863,0.46075674891471863,0.43899479508399963,3.621516466140747,0.6000019222184841
baseline,3,4,0.4695364832878113,0.4695364832878113,0.44796547293663025,3.681825876235962,0.6037624938851384
baseline,3,5,0.43493035435676575,0.43493035435676575,0.4131374657154083,3.537855625152588,0.6076507080856177
baseline,3,6,0.4394546449184418,0.4394546449184418,0.4154299199581146,3.549795150756836,0.6109394732684365
baseline,3,7,0.446021169424057,0.446021169424057,0.42148077487945557,3.5815229415893555,0.611356047578197
baseline,3,8,0.45369529724121094,0.45369529724121094,0.430561363697052,3.59033465385437,0.6137590493663463
baseline,3,9,0.43866413831710815,0.43866413831710815,0.417170912027359,3.4839067459106445,0.6159257928275707
baseline,3,10,0.4336809813976288,0.4336809813976288,0.4125620722770691,3.4916787147521973,0.613998687680013
baseline,3,11,0.4316849112510681,0.4316849112510681,0.4067476689815521,3.501508951187134,0.616468340184089
baseline,3,12,0.4376735985279083,0.4376735985279083,0.41312867403030396,3.516955852508545,0.6168269149398227
baseline,3,13,0.44259873032569885,0.44259873032569885,0.4206480383872986,3.5808050632476807,0.6164625024480145
baseline,3,14,0.4302216172218323,0.4302216172218323,0.4092705249786377,3.478550434112549,0.6178927096899244
baseline,3,15,0.4379943609237671,0.4379943609237671,0.41676753759384155,3.537205696105957,0.6176577194413678
baseline,3,16,0.4359504282474518,0.4359504282474518,0.41342511773109436,3.493805408477783,0.6208249063830945
baseline,3,17,0.43145862221717834,0.43145862221717834,0.40910103917121887,3.4882800579071045,0.6187387010601292
baseline,3,18,0.43613967299461365,0.43613967299461365,0.41025999188423157,3.5303966999053955,0.6213258926031748
baseline,3,19,0.4474351704120636,0.4474351704120636,0.42507031559944153,3.549656629562378,0.6206869467714984
baseline,3,20,0.4331634044647217,0.4331634044647217,0.4100514054298401,3.4662158489227295,0.6223624320438961
baseline,3,21,0.430818110704422,0.430818110704422,0.41055628657341003,3.5022761821746826,0.6200471572433685
baseline,3,22,0.42637500166893005,0.42637500166893005,0.40401917695999146,3.508904218673706,0.6188441618495352
baseline,3,23,0.4334501624107361,0.4334501624107361,0.41216418147087097,3.485854148864746,0.624013180466312
baseline,3,24,0.42707034945487976,0.42707034945487976,0.4041691720485687,3.463561773300171,0.6218131458598999
baseline,3,25,0.44067081809043884,0.44067081809043884,0.42028331756591797,3.531059503555298,0.622559992769547
baseline,3,26,0.4314854145050049,0.4314854145050049,0.40954726934432983,3.5010294914245605,0.6232318054458028
baseline,3,27,0.4254285991191864,0.4254285991191864,0.40466752648353577,3.472987651824951,0.6230355868909082
baseline,3,28,0.43342727422714233,0.43342727422714233,0.408006489276886,3.477445363998413,0.6257071683298333
baseline,3,29,0.43776771426200867,0.43776771426200867,0.41486161947250366,3.517115354537964,0.6218992653755807
baseline,3,30,0.4346114695072174,0.4346114695072174,0.4074114263057709,3.472654342651367,0.624583169930986
baseline,3,31,0.44194296002388,0.44194296002388,0.42312881350517273,3.5192553997039795,0.6251525534971858
baseline,3,32,0.4304395020008087,0.4304395020008087,0.4087611734867096,3.484539031982422,0.6252690013464939
baseline,3,33,0.42178377509117126,0.42178377509117126,0.4000697135925293,3.4534952640533447,0.6246368709239694
baseline,3,34,0.4260271191596985,0.4260271191596985,0.40317511558532715,3.4556477069854736,0.6215607632299246
baseline,3,35,0.4360158145427704,0.4360158145427704,0.41371020674705505,3.462315559387207,0.6255393035256366
baseline,3,36,0.4372398555278778,0.4372398555278778,0.413994163274765,3.4822750091552734,0.6241958484571811
baseline,3,37,0.4253743588924408,0.4253743588924408,0.40438106656074524,3.467698097229004,0.6244052401706388
baseline,3,38,0.42816102504730225,0.42816102504730225,0.40909019112586975,3.500537872314453,0.6228462866497506
baseline,3,39,0.4253190755844116,0.4253190755844116,0.4027998149394989,3.4621410369873047,0.625345851354868
baseline,3,40,0.4480169415473938,0.4480169415473938,0.4277619421482086,3.5592799186706543,0.6244487394148139
baseline,3,41,0.43194305896759033,0.43194305896759033,0.4088289141654968,3.4626731872558594,0.6258425246631985
baseline,3,42,0.4277879595756531,0.4277879595756531,0.40615609288215637,3.476321220397949,0.6251993949767359
baseline,3,43,0.4268840253353119,0.4268840253353119,0.4057490825653076,3.480241537094116,0.6241817717719386
baseline,3,44,0.42237046360969543,0.42237046360969543,0.4022290110588074,3.454141616821289,0.6239102085662409
baseline,3,45,0.42967867851257324,0.42967867851257324,0.41018569469451904,3.47700572013855,0.6237636333321972
baseline,3,46,0.44029250741004944,0.44029250741004944,0.4193570613861084,3.5391058921813965,0.6242184601616161
baseline,3,47,0.43118351697921753,0.43118351697921753,0.4103759229183197,3.4999606609344482,0.6269691391729636
baseline,3,48,0.429020494222641,0.429020494222641,0.4098474979400635,3.4677445888519287,0.6252356962407041
baseline,3,49,0.4339604675769806,0.4339604675769806,0.4137890934944153,3.478156328201294,0.6222715752793998
baseline,3,50,0.4398558437824249,0.4398558437824249,0.4220876097679138,3.548997640609741,0.6250163200789334
baseline,4,1,0.4510952830314636,0.4510952830314636,0.4300570785999298,3.6782946586608887,0.588465978322927
baseline,4,2,0.4486342668533325,0.4486342668533325,0.4274912476539612,3.622293472290039,0.5954427599272629
baseline,4,3,0.44362857937812805,0.44362857937812805,0.4245326519012451,3.6135051250457764,0.59704721771994
baseline,4,4,0.45846688747406006,0.45846688747406006,0.4380580484867096,3.638110399246216,0.6006310130674086
baseline,4,5,0.4518282413482666,0.4518282413482666,0.4319852590560913,3.6526520252227783,0.6018212864717547
baseline,4,6,0.45089900493621826,0.45089900493621826,0.42756736278533936,3.5997540950775146,0.6092383629305658
baseline,4,7,0.44738930463790894,0.44738930463790894,0.4257681667804718,3.5648722648620605,0.6114592432955286
baseline,4,8,0.4426470398902893,0.4426470398902893,0.4166244864463806,3.5385313034057617,0.6141040811957327
baseline,4,9,0.4510839879512787,0.4510839879512787,0.42858442664146423,3.5723609924316406,0.6126860854726802
baseline,4,10,0.43677544593811035,0.43677544593811035,0.4112912714481354,3.518676996231079,0.6168999051038992
baseline,4,11,0.43325304985046387,0.43325304985046387,0.40821340680122375,3.501110553741455,0.6155904889544498
baseline,4,12,0.460765540599823,0.460765540599823,0.4339606761932373,3.657360076904297,0.6119885185636236
baseline,4,13,0.44524815678596497,0.44524815678596497,0.4211251437664032,3.5875842571258545,0.6173917145767855
baseline,4,14,0.4289320707321167,0.4289320707321167,0.40694233775138855,3.479776620864868,0.6162859037133166
baseline,4,15,0.44165486097335815,0.44165486097335815,0.41965970396995544,3.525696039199829,0.6199282785925145
baseline,4,16,0.4361642599105835,0.4361642599105835,0.4133444130420685,3.4985780715942383,0.6208111736764312
baseline,4,17,0.4334836006164551,0.4334836006164551,0.41123107075691223,3.471378803253174,0.6205451844022847
baseline,4,18,0.4279392957687378,0.4279392957687378,0.4064157009124756,3.4744787216186523,0.6217739483587802
baseline,4,19,0.4323422908782959,0.4323422908782959,0.4082419276237488,3.4816501140594482,0.6202951375835346
baseline,4,20,0.4309210181236267,0.4309210181236267,0.4091123938560486,3.4826419353485107,0.6211066872287436
baseline,4,21,0.44006991386413574,0.44006991386413574,0.4189150631427765,3.5358505249023438,0.6207064972982163
baseline,4,22,0.4318409562110901,0.4318409562110901,0.40832728147506714,3.4883968830108643,0.6235122609808987
baseline,4,23,0.43676766753196716,0.43676766753196716,0.4137613773345947,3.5004115104675293,0.6237212526597119
baseline,4,24,0.43496525287628174,0.43496525287628174,0.4147634506225586,3.4796030521392822,0.6234883476628145
baseline,4,25,0.438660591840744,0.438660591840744,0.41332879662513733,3.498480796813965,0.6225929161692604
baseline,4,26,0.42858201265335083,0.42858201265335083,0.4066403806209564,3.4814870357513428,0.6233100397736613
baseline,4,27,0.43105265498161316,0.43105265498161316,0.40820518136024475,3.4676403999328613,0.6226529092786176
baseline,4,28,0.43099352717399597,0.43099352717399597,0.40844663977622986,3.4870784282684326,0.6235493724440566
baseline,4,29,0.44381633400917053,0.44381633400917053,0.42056745290756226,3.569094657897949,0.6207384147543371
baseline,4,30,0.4251148998737335,0.4251148998737335,0.4040486514568329,3.4706673622131348,0.6229899198007717
baseline,4,31,0.4285285472869873,0.4285285472869873,0.40924468636512756,3.4760520458221436,0.6210460284029877
baseline,4,32,0.4327605366706848,0.4327605366706848,0.4100619852542877,3.5173518657684326,0.6242804015340009
baseline,4,33,0.44653376936912537,0.44653376936912537,0.42195525765419006,3.560116767883301,0.6235932553630177
baseline,4,34,0.4325796365737915,0.4325796365737915,0.41110846400260925,3.489502429962158,0.6225086201248801
baseline,4,35,0.42633962631225586,0.42633962631225586,0.40561431646347046,3.477006435394287,0.6218107128429308
baseline,4,36,0.4321165084838867,0.4321165084838867,0.41159024834632874,3.5020880699157715,0.6252254320993296
baseline,4,37,0.4322427213191986,0.4322427213191986,0.41185006499290466,3.5108420848846436,0.6257706785483428
baseline,4,38,0.43662595748901367,0.43662595748901367,0.415463924407959,3.523341178894043,0.6235007932061823
baseline,4,39,0.42981359362602234,0.42981359362602234,0.40864285826683044,3.4971766471862793,0.6252724857526449
baseline,4,40,0.4451531767845154,0.4451531767845154,0.4200618267059326,3.5181212425231934,0.6223008712291491
baseline,4,41,0.43637457489967346,0.43637457489967346,0.4170286953449249,3.5050606727600098,0.6252284571877341
baseline,4,42,0.4304652512073517,0.4304652512073517,0.4102514088153839,3.4793601036071777,0.6238068478032939
baseline,4,43,0.43692031502723694,0.43692031502723694,0.41801297664642334,3.495126485824585,0.6255667181404009
baseline,4,44,0.42747148871421814,0.42747148871421814,0.40431341528892517,3.4526076316833496,0.6266896360314916
baseline,4,45,0.4366150498390198,0.4366150498390198,0.4123656153678894,3.4655604362487793,0.6253817100264637
baseline,4,46,0.42929407954216003,0.42929407954216003,0.40918877720832825,3.455141544342041,0.6246297649471402
baseline,4,47,0.4280399680137634,0.4280399680137634,0.40791764855384827,3.4904439449310303,0.6249926596999302
baseline,4,48,0.43314024806022644,0.43314024806022644,0.413789838552475,3.5091140270233154,0.6213080435921178
baseline,4,49,0.43029022216796875,0.43029022216796875,0.40836265683174133,3.4641103744506836,0.6264300612319783
baseline,4,50,0.42409053444862366,0.42409053444862366,0.40253064036369324,3.4675796031951904,0.6253085647208062
baseline,5,1,0.4605742394924164,0.4605742394924164,0.4383651614189148,3.7113754749298096,0.5888000972934007
baseline,5,2,0.4581783413887024,0.4581783413887024,0.43498238921165466,3.6816489696502686,0.5966038874566927
baseline,5,3,0.4414815604686737,0.4414815604686737,0.41832152009010315,3.6383919715881348,0.5996612486297729
baseline,5,4,0.4558100402355194,0.4558100402355194,0.43260088562965393,3.6177215576171875,0.6045663414132988
baseline,5,5,0.44421592354774475,0.44421592354774475,0.42187243700027466,3.5941388607025146,0.605663440446975
baseline,5,6,0.43816277384757996,0.43816277384757996,0.4150080978870392,3.552218198776245,0.6092680953787701
baseline,5,7,0.4349042475223541,0.4349042475223541,0.4094720184803009,3.5330593585968018,0.6133516235321287
baseline,5,8,0.447333961725235,0.447333961725235,0.42480120062828064,3.5707690715789795,0.6114656007910643
baseline,5,9,0.44336432218551636,0.44336432218551636,0.4202118217945099,3.544278383255005,0.6138525087423894
baseline,5,10,0.4343407452106476,0.4343407452106476,0.41160884499549866,3.534130334854126,0.6131624933270596
baseline,5,11,0.4457755982875824,0.4457755982875824,0.41987094283103943,3.5575129985809326,0.615307060812798
baseline,5,12,0.4439185559749603,0.4439185559749603,0.42069941759109497,3.522336721420288,0.6189490568877158
baseline,5,13,0.43762871623039246,0.43762871623039246,0.4147733747959137,3.5307400226593018,0.6152794999245595
baseline,5,14,0.4328925907611847,0.4328925907611847,0.41037270426750183,3.502963066101074,0.6171676908322173
baseline,5,15,0.43651431798934937,0.43651431798934937,0.41069495677948,3.4628665447235107,0.6213643969969309
