regime,n,proxy_worst_loss_clip_mean,proxy_worst_loss_clip_ci,proxy_worst_loss_mean,proxy_worst_loss_ci,tail_worst_cvar_mean,tail_worst_cvar_ci,oracle_wg_acc_mean,oracle_wg_acc_ci,val_overall_acc_mean,val_overall_acc_ci,frac_clipped_val_mean,frac_clipped_val_ci
erm,10,,,0.818405562783458,0.03817083980350559,6.086329007148743,0.47463643086073115,0.27472527472527475,0.03303912337622456,0.8835500000000002,0.004716117811293523,,
erm_softclip_p95_a10,10,0.5472452984585037,0.013382901586315782,1.9786949110235614,0.11866155139320755,17.403330588340758,1.627489501074502,0.27362637362637365,0.02010886696490495,0.8836,0.002056637799905468,0.11320000000000001,0.0019015156481081077
erm_softclip_p97_a10,10,0.6881806807765886,0.02499641160678996,1.8549710468588896,0.12618280259368583,16.59836404323578,1.1484728467253227,0.2934065934065934,0.028893272997183906,0.8848,0.002703907498417805,0.10195000000000001,0.0028684225298933885
erm_softclip_p99_a10,10,0.840897438362165,0.027656178575792344,1.4524260998318905,0.06698159573865085,11.805092549324035,1.4321564514152916,0.28626373626373625,0.011031208049003899,0.8855000000000001,0.0015994755390439717,0.0695,0.002760093186832646
