fold,holdout_hospital,seed,level,contrast,proxy_epoch,other_epoch,delta_proxy_metric,delta_val_overall_loss,delta_loss,delta_acc,delta_brier,delta_ece
camelyon17_loo_h3,3,7,P95,same trajectory: proxy - val-loss,4,19,-0.14786314826329827,0.030461784901920086,0.03242521288133371,0.0054976530237091925,-0.002871350675940798,0.013376042945021902
camelyon17_loo_h3,3,8,P95,same trajectory: proxy - val-loss,4,25,-0.10234080737764006,0.030029478922393715,0.02876886194724071,-0.00042750023512516666,0.0012866704745806978,0.015027207113849798
camelyon17_loo_h3,3,9,P95,same trajectory: proxy - val-loss,20,18,-0.05879110398234144,0.07941848619778971,0.0803722137986087,0.0006327003479852378,0.0035491596504029985,0.0160911812567529
camelyon17_loo_h4,4,0,P95,same trajectory: proxy - val-loss,1,11,-0.06375886702635669,0.040913237352026705,0.04452104313184099,-0.02146124254081727,0.015637706928872203,0.004092691311777899
camelyon17_loo_h4,4,1,P95,same trajectory: proxy - val-loss,7,17,-0.023843664478044924,0.009196590487535378,0.0052080915076291034,-0.004558810165692151,0.0024322529224342984,-0.006241378466741899
camelyon17_loo_h4,4,2,P95,same trajectory: proxy - val-loss,12,12,0.0,0.0,0.0,0.0,0.0,0.0
camelyon17_loo_h4,4,3,P95,same trajectory: proxy - val-loss,18,3,-0.013511106988647992,0.0151584289469201,0.02335704647488232,-0.010109653772756189,0.0073820391851224035,0.007139337315457399
camelyon17_loo_h4,4,4,P95,same trajectory: proxy - val-loss,9,9,0.0,0.0,0.0,0.0,0.0,0.0
camelyon17_loo_h4,4,5,P95,same trajectory: proxy - val-loss,9,9,0.0,0.0,0.0,0.0,0.0,0.0
camelyon17_loo_h4,4,6,P95,same trajectory: proxy - val-loss,7,13,-0.03143441155261828,0.007183638522808206,0.004949485998792691,-0.003892406021870465,0.002164762604106703,-0.0055388431100594
camelyon17_loo_h4,4,7,P95,same trajectory: proxy - val-loss,16,14,-0.014153313259577527,0.0015042851619899988,0.0011504553412108043,-0.0010374700875411813,0.0004925329163866995,0.0032199125178863
camelyon17_loo_h4,4,8,P95,same trajectory: proxy - val-loss,27,7,-0.009830312362922089,0.00038446272628370193,0.002676790113021993,0.0005906764002059361,-0.0002790419796740995,0.0089794056181812
camelyon17_loo_h4,4,9,P95,same trajectory: proxy - val-loss,19,11,-0.037584600792466005,0.0021939591214396037,0.0016007680537619973,0.00268833489837339,-0.0010196271266559032,0.0065085727493848
camelyon17_loo_h0,0,0,P97,same trajectory: proxy - val-loss,12,22,-0.022744926140024657,0.002845470466297295,-0.00316817160992669,-1.871782873186234e-05,7.305955454089963e-05,-0.0054312403743903
camelyon17_loo_h0,0,1,P97,same trajectory: proxy - val-loss,1,26,-0.0018160994177620626,0.02398991520691829,0.010215186679032706,-0.008909686476368806,0.006001752495533794,-0.0034916800950561995
camelyon17_loo_h0,0,2,P97,same trajectory: proxy - val-loss,30,26,-0.15036115531479777,0.01483110870163501,0.016017639056577215,0.0019279363593823762,-7.099251327459533e-05,0.013877528910298198
camelyon17_loo_h0,0,3,P97,same trajectory: proxy - val-loss,8,26,-0.10210957173591972,0.0011873468561316158,-0.013195085170239318,9.358914365920068e-05,-0.0010977258141408042,-0.018916172304193096
camelyon17_loo_h0,0,4,P97,same trajectory: proxy - val-loss,8,10,-0.00585380145391845,0.004632092661598697,0.0058898975722525004,-0.0013476836686944216,0.0015119926862006,9.155471058830064e-05
camelyon17_loo_h0,0,5,P97,same trajectory: proxy - val-loss,7,29,-0.009650840387238735,0.017348802662021295,0.009125031898660707,-0.005278427702386623,0.0039506515561358035,-0.0080314827875289
camelyon17_loo_h0,0,6,P97,same trajectory: proxy - val-loss,29,4,-0.1455196433683319,0.029443258706621817,0.025711094248696303,0.0025643425362655847,-9.171461502560652e-05,0.0130264790289191
camelyon17_loo_h0,0,7,P97,same trajectory: proxy - val-loss,12,16,-0.014654709340925831,0.016633645215709203,0.016821749740851683,-0.0023210107627515963,0.002734558306963099,0.006389049090621199
