"fold","holdout_hospital","level","selection_policy","regime","seed","tag","epoch","chosen_val_overall_loss","chosen_val_overall_acc","chosen_proxy_metric","chosen_proxy_metric_col"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","10","0.2310701988906164","0.921","0.4826398604214598","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","2","0.2015114904836102","0.9235","0.5347663367297907","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","12","0.1824604762563058","0.9395","0.5728846517488138","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","22","0.1796150057900085","0.94","0.5956295778888384","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","4","0.2003094903643286","0.9315","0.7374221635057449","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","29","0.1580910864925697","0.937","0.7934290502226768","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","30","0.1701078407322251","0.9405","0.6668503931723535","proxy_worst_loss_min"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","12","0.2158837027871845","0.934","0.4895845658757993","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","4","0.1879068855818829","0.93","0.5919303275356995","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","1","0.1986911069583342","0.9305","0.6735303945739923","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","26","0.1747011917514159","0.9385","0.6753464939917544","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","26","0.1838876900865745","0.936","0.7256847174857315","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","28","0.1727330854478933","0.94","0.777162737587836","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","18","0.179046072460826","0.935","0.7477052197791636","proxy_worst_loss_min"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","4","0.1945264615162663","0.932","0.5461073657649482","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","18","0.182263897394264","0.937","0.5891010115085302","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","30","0.1905788463421019","0.939","0.6567262784808107","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","26","0.1757477376404669","0.9335","0.8070874337956084","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","24","0.1913734939394013","0.937","0.7162788513105831","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","19","0.1674886407244012","0.9365","0.8278240446010856","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","6","0.2054529896795711","0.923","0.723567861597985","proxy_worst_loss_min"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","6","0.2228479924778947","0.9305","0.4902820080189084","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","30","0.185476130874347","0.935","0.6577700472878942","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","8","0.1941443505359536","0.9355","0.5890658647679768","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","26","0.192957003679822","0.937","0.6911754365038966","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","22","0.1576979150859387","0.944","0.6697182416456609","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","22","0.1576979150859387","0.944","0.6697182416456609","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","24","0.1666055984564383","0.937","0.650553451385349","proxy_worst_loss_min"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","26","0.197411056782984","0.938","0.5343829659886352","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","16","0.1881677351140075","0.933","0.5757842135539766","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","8","0.1846525905551342","0.941","0.5729729210401393","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","10","0.1800204978935355","0.942","0.5788267224940578","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","11","0.1715504776928958","0.9325","0.7374592150414487","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","10","0.1552853535068307","0.936","0.7672342518350899","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","26","0.1771492038164098","0.9385","0.6783867734484375","proxy_worst_loss_min"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","27","0.2257033445592122","0.923","0.5039549207699399","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","25","0.1890653409098908","0.938","0.5392567200634123","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","7","0.193919889704422","0.937","0.6165242052541884","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","29","0.1765710870424007","0.9405","0.6261750456414271","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","29","0.1537465979320365","0.94","0.7141939376487254","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","29","0.1537465979320365","0.94","0.7141939376487254","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","5","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","26","0.1796329241774302","0.9355","0.6989901922643185","proxy_worst_loss_min"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","22","0.1784535656899076","0.94","0.5266002214184081","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","22","0.1784535656899076","0.94","0.5266002214184081","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","29","0.2106455004547659","0.933","0.5934701004919041","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","4","0.1812022417481441","0.9295","0.738989743860236","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","23","0.171513475704336","0.94","0.6825966334914504","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","27","0.1664183847044587","0.941","0.7025199733696845","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","6","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","28","0.1744761887008759","0.934","0.7167575952687091","proxy_worst_loss_min"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","2","0.2345701379744499","0.911","0.5260680407437408","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","4","0.1901854981412619","0.9295","0.5753606570110212","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","12","0.1919082526953712","0.94","0.5861972246806431","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","16","0.175274607479662","0.94","0.6008519340215689","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","19","0.209505491821691","0.936","0.7067731780908917","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","13","0.1593522076187868","0.938","0.7378829142094699","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","7","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","30","0.1675897018993557","0.9415","0.6908470708876848","proxy_worst_loss_min"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","1","0.1958965468526815","0.9235","0.549506034903499","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","10","0.1819744683248108","0.9335","0.5810156077303481","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","9","0.1806023974875965","0.9355","0.6807793351743746","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","21","0.1765078681588609","0.935","0.726720998755255","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","6","0.2177250040004219","0.9285","0.7261458220403967","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","20","0.1627416181886825","0.9385","0.7831103827581061","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","8","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","24","0.1700961843352491","0.9415","0.6331592507194728","proxy_worst_loss_min"
"camelyon17_loo_h0","0","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","1","0.1911298692786934","0.927","0.5386384718271817","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h0cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip758_clipa10","4","0.182913619953617","0.9335","0.54200579218064","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","18","0.1906728121267507","0.932","0.6022035922534431","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h0cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1148_clipa10","11","0.1757674408285676","0.936","0.7417767587975643","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","23","0.166254866861551","0.9365","0.7646924139941362","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h0cal","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2099_clipa10","25","0.1658206673516592","0.938","0.797618904711729","proxy_worst_loss_clip_min"
"camelyon17_loo_h0","0","baseline","baseline","rcgdro","9","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","30","0.162178568499852","0.9395","0.6505009541288018","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","14","0.2502402195264601","0.908","0.5903419772174536","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","14","0.2502402195264601","0.908","0.5903419772174536","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","23","0.2694881583109335","0.901","0.6911142436908295","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","8","0.2532591616329053","0.9035","0.6965476395678425","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","2","0.3072622739439275","0.874","0.8670856023154625","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","19","0.2801645268987784","0.8845","0.9376621717255615","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","0","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","2","0.3096709174990101","0.8755","0.8344042258280696","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","29","0.3192588344781361","0.8885","0.564257267548786","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","4","0.2689520098141181","0.9015","0.595443581896395","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","4","0.2527510538507856","0.898","0.70389497833835","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","4","0.2527510538507856","0.898","0.70389497833835","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","2","0.2645451345967758","0.904","0.7248416925585504","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","21","0.2407488079632554","0.9115","0.7926690979663169","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","1","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","2","0.2862892548623713","0.9025","0.7055249063214414","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","30","0.2742117918264753","0.912","0.5997658321438917","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","30","0.2742117918264753","0.912","0.5997658321438917","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","6","0.2884821893447253","0.899","0.6576149698353295","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","11","0.2529218848884426","0.908","0.6918274847989867","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","3","0.2538664254701562","0.9025","0.7134044553745877","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","12","0.2471684243418365","0.9065","0.7672640722831991","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","2","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","27","0.2389579181948102","0.903","0.7659067032237847","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","14","0.3034942651202453","0.8995","0.6141518240525006","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","6","0.2921489491800072","0.9015","0.630836319623687","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","23","0.2638097329964","0.9085","0.6867024161524505","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","val_loss_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","18","0.2533706202716663","0.9045","0.7429449648879529","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","proxy_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","3","0.2505224707287343","0.9095","0.7104292534291744","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P99","val_loss_only","rcgdro_softclip_p99_a10_cam_loo_h1cal","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip2132_clipa10","30","0.2335462627727135","0.9135","0.7511346379016535","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","baseline","baseline","rcgdro","3","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1","2","0.2731879193235363","0.9045","0.7203110097484156","proxy_worst_loss_min"
"camelyon17_loo_h1","1","P95","proxy_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","6","0.2499538524353848","0.9075","0.588345744716347","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P95","val_loss_only","rcgdro_softclip_p95_a10_cam_loo_h1cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip728_clipa10","6","0.2499538524353848","0.9075","0.588345744716347","proxy_worst_loss_clip_min"
"camelyon17_loo_h1","1","P97","proxy_only","rcgdro_softclip_p97_a10_cam_loo_h1cal","4","h0_do0.0_lr0.001_wd0.0001_bs512_ep30_K64_eta0.1_clip1125_clipa10","13","0.2431164307782037","0.9055","0.686474802621206","proxy_worst_loss_clip_min"
