test_loss,test_acc,test_brier,test_ece,teacher_tail_cvar,objective,regime,seed,tag,policy,epochs,mean_epoch,val_loss_epoch,val_acc_epoch,proxy_epoch,chosen_val_loss,chosen_val_acc
0.24300819230684773,0.9064359113034073,0.07022377577745066,0.01946969955662186,7.3565754078154235,GCE q=0.7,erm_gce_q07_cam,3,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_loss_best,2,2.0,2,15,15,0.27674829959869385,0.9005
0.2601831163397344,0.9226491405460061,0.0616042153603488,0.03904944534231794,11.715726345269903,GCE q=0.7,erm_gce_q07_cam,3,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_acc_best,15,15.0,2,15,15,0.3268519639968872,0.9125
0.29399605993028244,0.9176758294730406,0.06641139601550451,0.0462692803925558,13.129538511580222,GCE q=0.7,erm_gce_q07_cam,3,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_last5,26/27/28/29/30,28.0,2,15,15,,
0.23591149599668193,0.9117619394737461,0.06667706396253305,0.02294048048149357,8.070141373742732,GCE q=0.7,erm_gce_q07_cam,3,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_val_loss5,1/2/3/4/5,3.0,2,15,15,,
0.25719146957275685,0.9210971853175629,0.062402027529835945,0.03820379060798586,11.113458973347516,GCE q=0.7,erm_gce_q07_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,proxy_best,13,13.0,4,13,13,0.3162941336631775,0.9125
0.24311750698423726,0.9127260328732335,0.06690305100877736,0.029269404736134104,8.741714302196687,GCE q=0.7,erm_gce_q07_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_loss_best,4,4.0,4,13,13,0.2794918417930603,0.906
0.25719146957275685,0.9210971853175629,0.062402027529835945,0.03820379060798586,11.113458973347516,GCE q=0.7,erm_gce_q07_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,val_acc_best,13,13.0,4,13,13,0.3162941336631775,0.9125
0.2934681130983925,0.9182519340654173,0.06604278378138204,0.04594368323457426,13.203318868695076,GCE q=0.7,erm_gce_q07_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_last5,26/27/28/29/30,28.0,4,13,13,,
0.2382067237730104,0.9134667387777177,0.06596459250827595,0.02733009289646582,8.596461866566516,GCE q=0.7,erm_gce_q07_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,avg_val_loss5,2/3/4/5/6,4.0,4,13,13,,
0.25237706107943536,0.9205093234886073,0.06242423913104987,0.03703832824632132,10.868216055572049,GCE q=0.7,erm_gce_q07_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v29gcefix_cam_pilot3s,proxy_best,12,12.0,3,16,12,0.31224164366722107,0.911
