dataset,bank,regime,n,delta_proxy_mean,delta_proxy_ci,delta_tail_mean,delta_tail_ci,proxy_improves_frac,tail_worsens_frac,decoupling_frac
Camelyon17,A,P95,10,-0.2974320137419308,0.01060111608304683,5.501472663879394,0.6247914074634185,1.0,1.0,1.0
Camelyon17,A,P97,10,-0.2674182631006823,0.008819094664975819,5.15505895614624,0.3727429886931666,1.0,1.0,1.0
Camelyon17,A,P99,10,-0.15062620871428548,0.009487267234641801,1.764522671699524,0.3062527156588492,1.0,1.0,1.0
Camelyon17,B,P95,10,-0.2575759518784667,0.00977893462928151,5.501472663879394,0.6247914074634185,1.0,1.0,1.0
Camelyon17,B,P97,10,-0.1698041255741405,0.006927546857743173,5.15505895614624,0.3727429886931666,1.0,1.0,1.0
Camelyon17,B,P99,10,-0.029295816924727287,0.010619962607891248,1.764522671699524,0.3062527156588492,1.0,1.0,1.0
