dataset,regime,seed,tag,epoch,split,family,bank,partition,within_cvar_mean,within_cvar_weighted,worst_cell_cvar,worst_cell_mean_loss,worst_cell_mean_acc,oracle_wg_acc
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,decoupled_proj,A,2,2.204725525379181,2.204725525379181,3.867173099517822,0.4191733255982399,0.89,0.9357512953367876
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,decoupled_proj,A,3,1.8966633915901183,1.8966633915901183,6.296952867507935,0.9663162389397622,0.765,0.9357512953367876
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,decoupled_proj,A,0,3.113831739425659,3.113831739425659,7.671810054779053,0.818615176975727,0.85,0.9036269430051813
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,decoupled_proj,A,1,3.2522149237990376,3.252214923799038,5.026701164245606,0.5345539599657059,0.885,0.9036269430051813
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,decoupled_proj,A,2,3.2648332023620603,3.2648332023620608,4.859243106842041,0.5043349319696426,0.905,0.9036269430051813
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,decoupled_proj,A,3,2.673777638673782,2.673777638673782,10.215837144851685,1.6217983275651933,0.73,0.9036269430051813
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,decoupled_proj,A,0,2.7613355636596677,2.761335563659668,6.08079571723938,0.6867218920588494,0.87,0.9305699481865285
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,decoupled_proj,A,1,2.8423304176330566,2.8423304176330566,5.1884034156799315,0.5401354721188545,0.895,0.9305699481865285
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,decoupled_proj,A,2,2.85790771484375,2.85790771484375,5.611757516860962,0.5734839537739753,0.895,0.9305699481865285
camelyon17,rcgdro_finetune,0,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,decoupled_proj,A,3,2.402599792480469,2.4025997924804687,8.331968927383423,1.2987981551885606,0.75,0.9305699481865285
