dataset,regime,seed,tag,epoch,split,family,bank,partition,within_cvar_mean,within_cvar_weighted,worst_cell_cvar,worst_cell_mean_loss,worst_cell_mean_acc,oracle_wg_acc
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,teacher_difficulty,B,0,2.048108713235706,2.047815071888268,11.949255228042603,3.8712471704930067,0.375,0.9314009661835749
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,within_label_hash,A,0,1.8504368110692035,1.4975787089284165,4.0189453125,0.5977801651489444,0.84375,0.8984455958549222
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,within_label_hash,A,0,1.7970046846857877,1.5633349795749538,3.3998826344807944,0.40064114537732354,0.8738738738738738,0.9088082901554404
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,within_label_hash,A,0,2.986331418830818,2.1326029101874093,6.597699483235677,0.9266107493433459,0.7931034482758621,0.9188405797101449
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,within_label_hash,A,0,2.1919286629140897,1.9705193404664059,3.7038965225219727,0.45787155628204346,0.8275862068965517,0.910880829015544
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,within_label_hash,A,0,2.1721116857467253,2.359961012534953,4.7657623291015625,0.4853148941375032,0.9113924050632911,0.8911917098445595
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,within_label_hash,A,0,1.955401437144938,2.227674077927157,4.8444976806640625,0.4919684301071529,0.8536585365853658,0.9046632124352332
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,within_label_hash,A,0,2.5581540991149647,2.5056422025900535,5.0603515625,0.6637187309381438,0.8536585365853658,0.9119170984455959
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,within_label_hash,A,0,2.8949458929416396,2.2899971829918697,6.448154330253601,0.8078503459692001,0.8620689655172413,0.9347150259067357
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,within_label_hash,A,0,2.398202157730675,2.5784121839163143,4.816394726435344,0.5484661669344515,0.8780487804878049,0.9139896373056995
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,within_label_hash,A,0,2.620189133653801,2.7501224422688426,4.820146242777507,0.5612503257957665,0.8620689655172413,0.9314009661835749
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,within_label_hash,B,0,1.7975276564212297,1.4640419025080915,4.474609375,1.4473106908798217,0.4,0.8984455958549222
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,within_label_hash,B,0,2.0728732529883898,1.5630907495645372,5.8125,1.7275743293762207,0.48,0.9088082901554404
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,within_label_hash,B,0,3.078718178563982,2.168282302744233,11.356869061787924,2.420665159225464,0.52,0.9188405797101449
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,within_label_hash,B,0,2.5801869294237987,1.7659150382247657,11.119791666666666,3.388280668258667,0.4,0.910880829015544
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,within_label_hash,B,0,2.9748703108976167,2.2568650500842793,10.614168802897135,3.1807836747169493,0.44,0.8911917098445595
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,within_label_hash,B,0,2.633102711076429,1.99356366633891,13.651041666666666,4.135070190429688,0.4,0.9046632124352332
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,within_label_hash,B,0,2.974139377052864,2.249999853462033,10.282552083333334,3.0524212956428527,0.4,0.9119170984455959
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,within_label_hash,B,0,3.0113552055223543,2.225494193439757,11.678333600362143,1.8010022282600402,0.52,0.9347150259067357
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,within_label_hash,B,0,3.1243874231577644,2.4653946312268196,12.388020833333334,3.3126827001571657,0.52,0.9139896373056995
camelyon17,rcgdro_finetune,5,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,within_label_hash,B,0,3.7177547689451704,2.5442661068942662,13.966145833333334,4.151335566043854,0.4,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,conf_init_wpl,A,0,3.2226569801568985,3.224459391567081,8.834635416666666,1.5034394130624573,0.6896551724137931,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,conf_init_wpl,A,0,2.0748841390013695,2.075830115674302,5.5735236803690595,0.8731839132720026,0.7758620689655172,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,conf_init_wpl,A,0,2.7874825720985728,2.7884703692038637,8.203865687052408,1.2532056097326607,0.7586206896551724,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,conf_init_wpl,A,0,2.0497911324103675,2.0516142946497946,6.3187300364176435,0.9461397836948263,0.7758620689655172,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,conf_init_wpl,A,0,2.372243275245031,2.372093550710652,9.444099426269531,1.457871451460082,0.7758620689655172,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,conf_init_wpl,A,0,3.211502047876517,3.2118953159567876,8.015669504801432,1.370470809525457,0.7413793103448276,0.9181347150259067
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,conf_init_wpl,A,0,12.937444590032102,12.953843109960669,42.833333333333336,4.434586235161485,0.7758620689655172,0.8657004830917875
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,conf_init_wpl,A,0,29.77814044803381,29.811476121827976,116.78385416666667,12.082938061705951,0.7931034482758621,0.9014492753623189
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,conf_init_wpl,A,0,5.085615495840709,5.100083280454214,50.630208333333336,5.23891480935031,0.8448275862068966,0.8985507246376812
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,conf_init_wpl,A,0,5.138173463443915,5.148256194510317,35.49065653483073,3.6715147063649933,0.8103448275862069,0.9294685990338164
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,conf_init_wpl,B,0,2.7026090752333403,2.8872391572594642,10.702386856079102,1.4924627817594087,0.75,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,conf_init_wpl,B,0,1.7973097308228412,1.94253126535813,6.529164552688599,0.7860049820608563,0.7027027027027027,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,conf_init_wpl,B,0,2.6452436714122696,2.857231055597464,9.720183372497559,1.2475160906712215,0.7567567567567568,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,conf_init_wpl,B,0,1.8512058351188898,2.006843767543634,7.363810777664185,0.9959392680062188,0.7567567567567568,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,conf_init_wpl,B,0,2.1511795694629354,2.3061037704547247,10.22802734375,1.1519927543562811,0.7297297297297297,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,conf_init_wpl,B,0,2.844942568490903,3.0024130400419233,10.485404968261719,1.160601939703967,0.7297297297297297,0.9181347150259067
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,conf_init_wpl,B,0,11.245412091724575,12.062873230109613,89.7578125,11.320730136858451,0.7692307692307693,0.8657004830917875
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,conf_init_wpl,B,0,25.579161459890503,27.25651976840695,206.59375,27.082439865614916,0.7027027027027027,0.9014492753623189
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,conf_init_wpl,B,0,4.8349762040500845,5.289366936475038,79.57921028137207,9.11423833337095,0.7567567567567568,0.8985507246376812
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,conf_init_wpl,B,0,4.593765969388187,5.058306162039438,59.22809600830078,6.659731237424745,0.7837837837837838,0.9294685990338164
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,conf_teacher_wpl,A,0,2.549030535078297,2.570101132288575,11.447559595108032,1.4930253326892853,0.6333333333333333,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,conf_teacher_wpl,A,0,1.671111766481772,1.6707720678970217,6.765549500783284,1.0128125309944154,0.7,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,conf_teacher_wpl,A,0,2.4523398942934973,2.4524693663567305,10.505276362101236,1.5351701120535532,0.696969696969697,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,conf_teacher_wpl,A,0,1.7785427588193368,1.7844780467376113,7.843302090962728,1.0459183752536774,0.7666666666666667,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,conf_teacher_wpl,A,0,2.0690078114469843,2.0663969529271125,10.307942390441895,1.339238957564036,0.7,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,conf_teacher_wpl,A,0,2.632103967402751,2.632071119569242,12.666666666666666,1.869074527422587,0.6666666666666666,0.9181347150259067
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,conf_teacher_wpl,A,0,10.112937262825046,10.263995417438448,101.125,18.179210007190704,0.7,0.8657004830917875
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,conf_teacher_wpl,A,0,22.223212696844712,22.678582588098944,211.90625,43.3594970703125,0.7,0.9014492753623189
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,conf_teacher_wpl,A,0,4.678664587593327,4.710188111379742,68.3797721862793,8.547593593597412,0.71875,0.8985507246376812
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,conf_teacher_wpl,A,0,4.561762806881839,4.590269907765091,43.564453125,5.445556640625,0.7333333333333333,0.9294685990338164
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,conf_teacher_wpl,B,0,2.5121396109461784,2.5233666669130326,11.447559595108032,1.4929032623767853,0.6774193548387096,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,conf_teacher_wpl,B,0,1.5945846129519243,1.5964273394942283,5.722492814064026,0.9666080032625506,0.6129032258064516,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,conf_teacher_wpl,B,0,2.3234681952744722,2.3257918513789773,10.575851917266846,1.5182585504747206,0.6129032258064516,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,conf_teacher_wpl,B,0,1.724761761026457,1.7281479524150491,7.8809814453125,0.9963527571770453,0.7419354838709677,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,conf_teacher_wpl,B,0,1.971561207824076,1.9743985438421368,8.347167730331421,1.1545396062635607,0.7419354838709677,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,conf_teacher_wpl,B,0,2.537401317774008,2.537379794768989,11.404419779777527,1.5487586663615318,0.6774193548387096,0.9181347150259067
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,conf_teacher_wpl,B,0,9.961366202915087,10.043466259971261,101.125,18.179210007190704,0.6875,0.8657004830917875
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,conf_teacher_wpl,B,0,22.15181288922516,22.391130722247063,211.90625,43.3594970703125,0.6774193548387096,0.9014492753623189
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,conf_teacher_wpl,B,0,4.6229020548829185,4.653034711606801,68.3797721862793,8.547593593597412,0.6774193548387096,0.8985507246376812
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,conf_teacher_wpl,B,0,4.471612713299692,4.487401146218181,43.564453125,5.445556640625,0.7419354838709677,0.9294685990338164
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,decoupled_proj,A,0,3.175269942283631,3.1752699422836304,7.150565242767334,0.9187320172786713,0.785,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,decoupled_proj,A,1,3.422809844017029,3.4228098440170287,5.456943702697754,0.562974428832531,0.865,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,decoupled_proj,A,2,3.4519934988021843,3.451993498802185,5.209827518463134,0.5570880997180939,0.895,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,decoupled_proj,A,3,2.9833537435531623,2.9833537435531614,7.719646263122558,1.3124551877379418,0.685,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,decoupled_proj,A,0,2.2211287140846254,2.2211287140846254,4.529979538917542,0.5177310961484909,0.835,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,decoupled_proj,A,1,2.2778909516334536,2.2778909516334536,4.117678546905518,0.49085181653499604,0.855,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,decoupled_proj,A,2,2.308201620578766,2.3082016205787657,3.7943561553955076,0.4264735934138298,0.875,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,decoupled_proj,A,3,2.0028456330299376,2.0028456330299376,5.38930492401123,0.885662536919117,0.74,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,decoupled_proj,A,0,3.190683844089508,3.190683844089508,7.732991123199463,0.8361680346727371,0.825,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,decoupled_proj,A,1,3.3123845887184147,3.3123845887184142,5.4049978971481325,0.6072143173217773,0.865,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,decoupled_proj,A,2,3.3525518250465387,3.352551825046539,5.772907781600952,0.6004694297909736,0.885,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,decoupled_proj,A,3,2.8724581360816956,2.8724581360816956,6.777476453781128,1.1876268255710603,0.72,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,decoupled_proj,A,0,2.2340936398506166,2.2340936398506166,6.232957887649536,0.7332620325684548,0.85,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,decoupled_proj,A,1,2.354218533039093,2.3542185330390932,3.993784475326538,0.4563872146606445,0.865,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,decoupled_proj,A,2,2.3901523709297186,2.390152370929718,4.409803700447083,0.4636157074570656,0.885,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,decoupled_proj,A,3,2.026535618305206,2.026535618305206,6.072431492805481,0.9941071209311485,0.715,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,decoupled_proj,A,0,2.585353374481201,2.585353374481201,7.0409565448760985,0.7709572842717171,0.855,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,decoupled_proj,A,1,2.6919743156433107,2.6919743156433107,5.454848575592041,0.5867458072304725,0.885,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,decoupled_proj,A,2,2.710184001922607,2.7101840019226073,5.160769319534301,0.5349232304096222,0.9,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,decoupled_proj,A,3,2.211549892425537,2.2115498924255372,7.133160853385926,1.2245735150575638,0.73,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,decoupled_proj,A,0,3.369584949016571,3.3695849490165712,7.593911027908325,0.906565833389759,0.845,0.9181347150259067
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,decoupled_proj,A,1,3.5275358462333686,3.527535846233368,5.461603307723999,0.5839428383111954,0.88,0.9181347150259067
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,decoupled_proj,A,2,3.569153735637664,3.5691537356376646,5.520667934417725,0.5593074929714202,0.9,0.9181347150259067
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,val,decoupled_proj,A,3,2.94197541475296,2.94197541475296,9.590625,1.5800282645225525,0.7,0.9181347150259067
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,decoupled_proj,A,0,13.361224172115325,13.361224172115326,41.42422332763672,4.48038017898798,0.805,0.8657004830917875
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,decoupled_proj,A,1,13.997283041477203,13.997283041477203,48.00031661987305,4.8044555208086965,0.865,0.8657004830917875
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,decoupled_proj,A,2,14.022718069553374,14.022718069553376,21.956763792037965,2.19997819930315,0.865,0.8657004830917875
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,7,val,decoupled_proj,A,3,13.377988321781157,13.377988321781158,28.649000549316405,2.8649421080946924,0.73,0.8657004830917875
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,decoupled_proj,A,0,30.817971394062038,30.81797139406204,93.01598682403565,9.53881928831339,0.81,0.9014492753623189
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,decoupled_proj,A,1,31.275338528156283,31.27533852815628,128.86015648841857,12.886905338168145,0.87,0.9014492753623189
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,decoupled_proj,A,2,31.33326012849808,31.33326012849808,62.04561049938202,6.212864162623882,0.88,0.9014492753623189
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,8,val,decoupled_proj,A,3,30.684782142639154,30.68478214263916,61.961704635620116,6.196340901553631,0.73,0.9014492753623189
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,decoupled_proj,A,0,5.867395939826965,5.867395939826966,21.329903650283814,2.1416589275002478,0.82,0.8985507246376812
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,decoupled_proj,A,1,6.091665959358216,6.091665959358215,17.662250757217407,1.7712490251660347,0.87,0.8985507246376812
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,decoupled_proj,A,2,6.107431492805481,6.107431492805481,14.928773880004883,1.4948320764303207,0.88,0.8985507246376812
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,9,val,decoupled_proj,A,3,5.61207130908966,5.612071309089661,20.774483680725098,2.1193820625543593,0.715,0.8985507246376812
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,decoupled_proj,A,0,5.67681295901537,5.676812959015369,14.580389738082886,1.46010949075222,0.835,0.9294685990338164
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,decoupled_proj,A,1,5.878675626814365,5.878675626814365,14.703598070144654,1.4708117741346358,0.895,0.9294685990338164
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,decoupled_proj,A,2,5.861687378883362,5.861687378883362,12.760229182243346,1.3004604342579842,0.89,0.9294685990338164
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,10,val,decoupled_proj,A,3,5.322806052565574,5.322806052565575,18.755419874191283,1.9244991049170495,0.75,0.9294685990338164
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,decoupled_proj,B,0,3.0465061521530155,3.046506152153015,8.769285178184509,1.3200198230147362,0.76,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,decoupled_proj,B,1,3.1306334066390993,3.1306334066390993,7.229661536216736,0.9407067555189133,0.775,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,decoupled_proj,B,2,3.0960453844070437,3.0960453844070432,7.9736569881439205,1.2019878992438315,0.77,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,val,decoupled_proj,B,3,3.4024525594711306,3.4024525594711306,7.647545051574707,0.8008877593278885,0.88,0.8849740932642487
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,decoupled_proj,B,0,2.250872366428375,2.2508723664283754,4.600603675842285,0.5725022089481354,0.84,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,decoupled_proj,B,1,2.2543741059303284,2.2543741059303284,4.10381064414978,0.5398878425359726,0.835,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,decoupled_proj,B,2,2.265962088108062,2.2659620881080627,3.260666275024414,0.37467544138431547,0.875,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,val,decoupled_proj,B,3,2.266509726047516,2.266509726047516,3.466298961639404,0.3919691941142082,0.855,0.8898550724637682
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,decoupled_proj,B,0,3.2723449158668516,3.2723449158668516,6.501164102554322,0.7803473097085952,0.845,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,decoupled_proj,B,1,3.2544146180152893,3.2544146180152893,5.549972009658814,0.7152000287175179,0.835,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,decoupled_proj,B,2,3.263050482273102,3.2630504822731017,5.243214082717896,0.5879068776965142,0.86,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,3,val,decoupled_proj,B,3,3.3199794983863833,3.319979498386383,5.435688114166259,0.5967283859848976,0.875,0.8869565217391304
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,decoupled_proj,B,0,2.3168160367012027,2.3168160367012023,4.86322762966156,0.5868829384446144,0.845,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,decoupled_proj,B,1,2.280273220539093,2.280273220539093,4.699815082550049,0.6168264457583428,0.825,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,decoupled_proj,B,2,2.3469994473457336,2.3469994473457336,3.538745808601379,0.38877125293016435,0.87,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,4,val,decoupled_proj,B,3,2.378075649738312,2.378075649738312,3.718467450141907,0.3898407623171806,0.9,0.9314009661835749
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,decoupled_proj,B,0,2.657236461639404,2.657236461639404,6.189694118499756,0.6899796670675278,0.855,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,decoupled_proj,B,1,2.5451482200622557,2.5451482200622557,6.968496561050415,0.8927630713582039,0.825,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,decoupled_proj,B,2,2.6886771965026854,2.6886771965026854,3.8721274852752687,0.41416851252317427,0.89,0.917098445595855
camelyon17,rcgdro_finetune,6,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,5,val,decoupled_proj,B,3,2.699329662322998,2.699329662322998,4.727988624572754,0.4856772154569626,0.9,0.917098445595855
