suite,target_regime,baseline_regime,seed,baseline_epoch,baseline_tag,baseline_val_overall_loss,baseline_proxy_metric,budget_mode,budget_value,budget_threshold,selection_policy,regime,tag,epoch,chosen_val_overall_loss,chosen_val_overall_acc,chosen_proxy_metric,chosen_proxy_metric_col,fallback_to_baseline,feasible_target_epochs
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,3,2,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.228891912907362,0.9690107050762382,none,,,val_loss_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.3073917559981346,0.9255,0.35738848392933853,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,3,2,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.228891912907362,0.9690107050762382,ratio,1.25,0.2861148911342025,guardrail,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.228891912907362,0.9365,0.9690107050762382,proxy_worst_loss_min,True,0
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,4,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2333749066591262,0.9740462949199062,ratio,1.25,0.2917186333239077,baseline,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.2333749066591262,0.927,0.9740462949199062,proxy_worst_loss_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,4,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2333749066591262,0.9740462949199062,ratio,1.25,0.2917186333239077,proxy_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,0.4583262833356857,0.9315,0.3465302726992872,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,4,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2333749066591262,0.9740462949199062,none,,,val_loss_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,6,0.4583262833356857,0.9315,0.34653027269928727,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,4,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2333749066591262,0.9740462949199062,ratio,1.25,0.2917186333239077,guardrail,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.2333749066591262,0.927,0.9740462949199062,proxy_worst_loss_min,True,0
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,5,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2242073740065097,0.9125644291600874,ratio,1.25,0.2802592175081371,baseline,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,1,0.2242073740065097,0.9245,0.9125644291600874,proxy_worst_loss_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,5,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2242073740065097,0.9125644291600874,ratio,1.25,0.2802592175081371,proxy_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.2716900599896907,0.9385,0.3073788991180547,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,5,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2242073740065097,0.9125644291600874,none,,,val_loss_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.2716900599896907,0.9385,0.3073788991180547,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,5,1,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2242073740065097,0.9125644291600874,ratio,1.25,0.2802592175081371,guardrail,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.2716900599896907,0.9385,0.3073788991180547,proxy_worst_loss_clip_min,False,1
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,6,2,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2553338907361031,0.989710267128483,ratio,1.25,0.3191673634201288,baseline,rcgdro_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.2553338907361031,0.9175,0.989710267128483,proxy_worst_loss_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,6,2,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2553338907361031,0.989710267128483,ratio,1.25,0.3191673634201288,proxy_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.2944426543116569,0.936,0.3242526992931415,proxy_worst_loss_clip_min,False,10
camelyon_finetune_p95,rcgdro_softclip_p95_a10_cam_finetune,rcgdro_finetune,6,2,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,0.2553338907361031,0.989710267128483,none,,,val_loss_only,rcgdro_softclip_p95_a10_cam_finetune,finetune_lr0.0001_bs128_ep10_frac0.2_scivalid10s,2,0.2944426543116569,0.936,0.32425269929314154,proxy_worst_loss_clip_min,False,10
