suite,level,selection_policy,regime,seed,tag,epoch,chosen_val_overall_loss,chosen_val_overall_acc,chosen_proxy_metric,chosen_proxy_metric_col
camelyon_erm_valacc_selector_sensitivity,P99,proxy_only,erm_softclip_p99_a10_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,10,0.2722612620263174,0.9105,0.40502102526722455,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_acc_only,erm_softclip_p99_a10_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,23,0.3008760077222557,0.9125,0.42391541775319336,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_loss_only,erm_softclip_p99_a10_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.2524552661798144,0.904,0.43124151286213175,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,proxy_only,erm_softclip_p99_a10_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,10,0.2662601042175466,0.91,0.4052414804411145,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_acc_only,erm_softclip_p99_a10_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,28,0.306131826687009,0.9125,0.4341867789891557,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_loss_only,erm_softclip_p99_a10_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.2465087217823963,0.9035,0.4433279859955307,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,proxy_only,erm_softclip_p99_a10_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,9,0.2635528231418689,0.908,0.4049474290250892,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_acc_only,erm_softclip_p99_a10_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,8,0.2597275017006997,0.912,0.4109283234479414,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_loss_only,erm_softclip_p99_a10_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.2474795055345177,0.9055,0.4241798193507913,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,proxy_only,erm_softclip_p99_a10_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,8,0.26143945142677,0.9085,0.40543104113364914,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_acc_only,erm_softclip_p99_a10_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,26,0.303691684575941,0.9135,0.43246171657520016,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_loss_only,erm_softclip_p99_a10_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.250475176752955,0.9095,0.45724196387408983,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,proxy_only,erm_softclip_p99_a10_cam,8,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,10,0.2671085285341239,0.909,0.402832802648869,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_acc_only,erm_softclip_p99_a10_cam,8,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,27,0.3071051998578171,0.9125,0.42717247636396094,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_loss_only,erm_softclip_p99_a10_cam,8,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.2473695219968495,0.905,0.4234215871590835,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,proxy_only,erm_softclip_p99_a10_cam,9,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,11,0.2782854070240809,0.908,0.4036549433135957,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_acc_only,erm_softclip_p99_a10_cam,9,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,21,0.2960230764241453,0.912,0.4223843077728467,proxy_worst_loss_clip_min
camelyon_erm_valacc_selector_sensitivity,P99,val_loss_only,erm_softclip_p99_a10_cam,9,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.2486948686595917,0.902,0.44464049447796744,proxy_worst_loss_clip_min
