suite,target_regime,baseline_regime,seed,baseline_epoch,baseline_tag,baseline_val_overall_loss,baseline_proxy_metric,budget_mode,budget_value,budget_threshold,selection_policy,regime,tag,epoch,chosen_val_overall_loss,chosen_val_overall_acc,chosen_proxy_metric,chosen_proxy_metric_col,fallback_to_baseline,feasible_target_epochs
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,6,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2340436412429113,0.766048548741308,ratio,1.25,0.2925545515536391,guardrail,erm_softclip_p95_a10_cam,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,6,0.291940452309802,0.911,0.5466939513162867,proxy_worst_loss_clip_min,False,1
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,7,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2371885478270825,0.7606057043758131,ratio,1.25,0.2964856847838531,baseline,erm,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.2371885478270825,0.9095,0.7606057043758131,proxy_worst_loss_min,False,30
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,7,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2371885478270825,0.7606057043758131,ratio,1.25,0.2964856847838531,proxy_only,erm_softclip_p95_a10_cam,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,28,0.3579067971128268,0.9135,0.5394807639319459,proxy_worst_loss_clip_min,False,30
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,7,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2371885478270825,0.7606057043758131,none,,,val_loss_only,erm_softclip_p95_a10_cam,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.2976392280481988,0.906,0.5576159483161894,proxy_worst_loss_clip_min,False,30
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,7,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2371885478270825,0.7606057043758131,ratio,1.25,0.2964856847838531,guardrail,erm,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.2371885478270825,0.9095,0.7606057043758131,proxy_worst_loss_min,True,0
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,8,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2363274751983838,0.7702622462905222,ratio,1.25,0.2954093439979797,baseline,erm,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,6,0.2363274751983838,0.909,0.7702622462905222,proxy_worst_loss_min,False,30
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,8,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2363274751983838,0.7702622462905222,ratio,1.25,0.2954093439979797,proxy_only,erm_softclip_p95_a10_cam,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,11,0.3109862712125626,0.913,0.54175431472819,proxy_worst_loss_clip_min,False,30
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,8,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2363274751983838,0.7702622462905222,none,,,val_loss_only,erm_softclip_p95_a10_cam,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.2929211699983708,0.903,0.5657724916013247,proxy_worst_loss_clip_min,False,30
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,8,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2363274751983838,0.7702622462905222,ratio,1.25,0.2954093439979797,guardrail,erm_softclip_p95_a10_cam,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.2929211699983708,0.903,0.5657724916013247,proxy_worst_loss_clip_min,False,1
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,9,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2386477065822012,0.7517789807210686,ratio,1.25,0.2983096332277515,baseline,erm,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,7,0.2386477065822012,0.9115,0.7517789807210686,proxy_worst_loss_min,False,30
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,9,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2386477065822012,0.7517789807210686,ratio,1.25,0.2983096332277515,proxy_only,erm_softclip_p95_a10_cam,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,29,0.357770153670146,0.9115,0.5456443508007998,proxy_worst_loss_clip_min,False,30
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,9,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2386477065822012,0.7517789807210686,none,,,val_loss_only,erm_softclip_p95_a10_cam,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.2954331232717738,0.903,0.5675917998596776,proxy_worst_loss_clip_min,False,30
camelyon_erm_p95,erm_softclip_p95_a10_cam,erm,9,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,0.2386477065822012,0.7517789807210686,ratio,1.25,0.2983096332277515,guardrail,erm_softclip_p95_a10_cam,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.2979819427481423,0.906,0.5565829451690782,proxy_worst_loss_clip_min,False,3
