regime,n_seeds,frac_clipped_val_mean,frac_clipped_val_ci,proxy_worst_loss_mean,proxy_worst_loss_ci,tail_worst_cvar_mean,tail_worst_cvar_ci,test_hosp2_acc_mean,test_hosp2_acc_ci,delta_proxy_vs_erm,delta_tail_vs_erm,delta_hosp2_vs_erm
erm,10,,,0.765871031912752,0.00229474491605146,5.804184472560882,0.05827050957823395,0.9189115150375056,0.0004796871830180034,0.0,0.0,0.0
erm_labelsmooth_e02_cam,10,,,0.7409702864842796,0.0033739441140221284,4.758470356464386,0.10508715925172382,0.9184506313636043,0.0008143977389013752,-0.024900745428472315,-1.0457141160964962,-0.00046088367390129115
erm_labelsmooth_e05_cam,10,,,0.7363808239895927,0.002794730697567017,4.036659556627273,0.09909614812613739,0.9173595598090623,0.0005485876469964109,-0.029490207923159262,-1.7675249159336088,-0.0015519552284433136
erm_labelsmooth_e10_cam,10,,,0.7329258400762594,0.0021719927337262336,3.359840089082718,0.061008502271461776,0.9167493592306064,0.000765113170738101,-0.03294519183649258,-2.4443443834781644,-0.0021621558068991575
erm_labelsmooth_e20_cam,10,,,0.7258900958956571,0.0019292792199440366,2.533335441350937,0.03902295847706933,0.9170550473816634,0.0007076711689680691,-0.03998093601709485,-3.2708490312099454,-0.0018564676558421311
