dataset,regime,seed,tag,epoch,test_overall_acc,test_overall_loss,test_brier,test_ece,test_worst_domain_brier,test_worst_domain_ece
camelyon17,erm_softclip_p97_a10_cam,0,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.9155595268888,0.2388621151906271,0.0647833931669897,0.029774656069510942,0.0647833931669897,0.029774656069510942
camelyon17,erm_softclip_p97_a10_cam,1,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,13,0.9173818985585628,0.2516157051491093,0.06430213332212964,0.03585507759061766,0.06430213332212964,0.03585507759061766
camelyon17,erm_softclip_p97_a10_cam,1,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.9152891104474804,0.23822180286228084,0.06490497797393721,0.0293117351645503,0.06490497797393721,0.0293117351645503
camelyon17,erm_softclip_p97_a10_cam,2,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,20,0.918334234721471,0.26467727013069875,0.06457433892512761,0.039991445055874285,0.06457433892512761,0.039991445055874285
camelyon17,erm_softclip_p97_a10_cam,2,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.910209984245303,0.24141882994475083,0.06816425099275195,0.024343895712316353,0.06816425099275195,0.024343895712316353
camelyon17,erm_softclip_p97_a10_cam,3,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,20,0.916794036729607,0.2676020212165898,0.06587355915781763,0.04047162153834702,0.06587355915781763,0.04047162153834702
camelyon17,erm_softclip_p97_a10_cam,3,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.9135843111435088,0.242840527468947,0.0665515273032724,0.03067735919356077,0.0665515273032724,0.03067735919356077
camelyon17,erm_softclip_p97_a10_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,20,0.9185811366896325,0.26568022648388695,0.06457006593519792,0.039819246930109534,0.06457006593519792,0.039819246930109534
camelyon17,erm_softclip_p97_a10_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.9141016295529899,0.24123928725016636,0.06592258782443983,0.029990266482246754,0.06592258782443983,0.029990266482246754
camelyon17,erm_softclip_p97_a10_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,15,0.9190396689162179,0.2533807220422097,0.06349615600200847,0.03696481721083652,0.06349615600200847,0.03696481721083652
camelyon17,erm_softclip_p97_a10_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.9096456368895055,0.2426345241699917,0.06856731444095351,0.02481082357688042,0.06856731444095351,0.02481082357688042
camelyon17,erm_softclip_p97_a10_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,26,0.9185458649798951,0.27466210642957645,0.0650334295201716,0.04250204193569892,0.0650334295201716,0.04250204193569892
camelyon17,erm_softclip_p97_a10_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,6,0.9157829143838032,0.24107128748915255,0.06508566821931407,0.031222187125860248,0.06508566821931407,0.031222187125860248
camelyon17,erm_softclip_p97_a10_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,22,0.9167352505467115,0.27112705191496766,0.06605077635563046,0.04134501507367583,0.06605077635563046,0.04134501507367583
camelyon17,erm_softclip_p97_a10_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.9161121170080184,0.23864935753813546,0.06457265904269084,0.030228537840945837,0.06457265904269084,0.030228537840945837
camelyon17,erm_softclip_p97_a10_cam,8,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,17,0.9203799938862369,0.2556436207176663,0.06274562302209467,0.037864164569493555,0.06274562302209467,0.037864164569493555
camelyon17,erm_softclip_p97_a10_cam,8,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.9153008676840595,0.24121749742152934,0.06547430672096821,0.0313179029738279,0.06547430672096821,0.0313179029738279
camelyon17,erm_softclip_p97_a10_cam,9,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,25,0.9174641992146166,0.27207192429380034,0.06545236195711442,0.04217550914899176,0.06545236195711442,0.04217550914899176
camelyon17,erm_softclip_p97_a10_cam,9,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.9145954334893127,0.23923323746842207,0.06556049733349655,0.02860269031298543,0.06556049733349655,0.02860269031298543
camelyon17,erm_softclip_p99_a10_cam,0,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,6,0.9194982011428035,0.21651019998989277,0.06093822825998291,0.016498797752513224,0.06093822825998291,0.016498797752513224
camelyon17,erm_softclip_p99_a10_cam,0,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.9180285465704141,0.21843771939720172,0.062269244299883175,0.013556599266903406,0.062269244299883175,0.013556599266903406
camelyon17,erm_softclip_p99_a10_cam,1,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.9177346156559363,0.21990111931913164,0.06258626835081679,0.015197534548510923,0.06258626835081679,0.015197534548510923
camelyon17,erm_softclip_p99_a10_cam,1,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.9158064288569615,0.2205622287577424,0.0636869334899101,0.0092395592956811,0.0636869334899101,0.0092395592956811
camelyon17,erm_softclip_p99_a10_cam,2,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,6,0.9185576222164742,0.21896643862753828,0.061717227463724274,0.017157564305795008,0.061717227463724274,0.017157564305795008
camelyon17,erm_softclip_p99_a10_cam,2,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.9139487854774614,0.22224771645018349,0.06473359773273961,0.009340638642149554,0.06473359773273961,0.009340638642149554
camelyon17,erm_softclip_p99_a10_cam,3,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,6,0.919157241282009,0.21850394959775563,0.061350139256970165,0.0171206062747731,0.061350139256970165,0.0171206062747731
camelyon17,erm_softclip_p99_a10_cam,3,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,2,0.9084111270486984,0.2309904043669802,0.06821488212182475,0.005671996589875386,0.06821488212182475,0.005671996589875386
camelyon17,erm_softclip_p99_a10_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.9151715380816893,0.22352500286124002,0.06418112273271731,0.013897866361924704,0.06418112273271731,0.013897866361924704
camelyon17,erm_softclip_p99_a10_cam,4,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.9151715380816893,0.22352500286124002,0.06418112273271731,0.013897866361924704,0.06418112273271731,0.013897866361924704
camelyon17,erm_softclip_p99_a10_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,6,0.9190161544430597,0.21822209329850684,0.061272326404095634,0.017244085077728413,0.061272326404095634,0.017244085077728413
camelyon17,erm_softclip_p99_a10_cam,5,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.9139958144237779,0.22257930940376075,0.06490052550018358,0.009726618203667325,0.06490052550018358,0.009726618203667325
camelyon17,erm_softclip_p99_a10_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,8,0.9196628024549109,0.22073946742293188,0.06112039283238403,0.020445133780823212,0.06112039283238403,0.020445133780823212
camelyon17,erm_softclip_p99_a10_cam,6,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.9167234933101324,0.2195679384353792,0.06306797649738553,0.013583226950342038,0.06306797649738553,0.013583226950342038
camelyon17,erm_softclip_p99_a10_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,5,0.9187457380017401,0.21769013645873475,0.06157019624921843,0.016197481322360197,0.06157019624921843,0.016197481322360197
camelyon17,erm_softclip_p99_a10_cam,7,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.9145366473064171,0.22338450683898547,0.06443251757795614,0.012195459417343327,0.06443251757795614,0.012195459417343327
camelyon17,erm_softclip_p99_a10_cam,8,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.9166176781809203,0.21891484656033242,0.06308923282927431,0.01254877004970353,0.06308923282927431,0.01254877004970353
camelyon17,erm_softclip_p99_a10_cam,8,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.9166176781809203,0.21891484656033242,0.06308923282927431,0.01254877004970353,0.06308923282927431,0.01254877004970353
camelyon17,erm_softclip_p99_a10_cam,9,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,4,0.9163825334493381,0.22051856758580354,0.06324308504762619,0.013760772324009173,0.06324308504762619,0.013760772324009173
camelyon17,erm_softclip_p99_a10_cam,9,h0_do0.0_lr0.001_wd0.0001_bs512_ep30_v11ermsoftclipfix_cam_10s,3,0.9133726808850847,0.22370822227588902,0.065141438091192,0.010557362120781854,0.065141438091192,0.010557362120781854
